Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Negative_Control_1 Spectral Count	PYROXD1_D500N_1 Spectral Count	PYROXD1_N155S_1 Spectral Count	PYROXD1_Q372H_1 Spectral Count	PYROXD1_R132C_1 Spectral Count	PYROXD1_WT_1 Spectral Count	PYROXD1_Y354C_1 Spectral Count	PYROXD1_dE496_1 Spectral Count	Negative_Control_1 Unique Spectral Count	PYROXD1_D500N_1 Unique Spectral Count	PYROXD1_N155S_1 Unique Spectral Count	PYROXD1_Q372H_1 Unique Spectral Count	PYROXD1_R132C_1 Unique Spectral Count	PYROXD1_WT_1 Unique Spectral Count	PYROXD1_Y354C_1 Unique Spectral Count	PYROXD1_dE496_1 Unique Spectral Count	Negative_Control_1 Total Spectral Count	PYROXD1_D500N_1 Total Spectral Count	PYROXD1_N155S_1 Total Spectral Count	PYROXD1_Q372H_1 Total Spectral Count	PYROXD1_R132C_1 Total Spectral Count	PYROXD1_WT_1 Total Spectral Count	PYROXD1_Y354C_1 Total Spectral Count	PYROXD1_dE496_1 Total Spectral Count	Negative_Control_1 Intensity	PYROXD1_D500N_1 Intensity	PYROXD1_N155S_1 Intensity	PYROXD1_Q372H_1 Intensity	PYROXD1_R132C_1 Intensity	PYROXD1_WT_1 Intensity	PYROXD1_Y354C_1 Intensity	PYROXD1_dE496_1 Intensity	Negative_Control_1 MaxLFQ Intensity	PYROXD1_D500N_1 MaxLFQ Intensity	PYROXD1_N155S_1 MaxLFQ Intensity	PYROXD1_Q372H_1 MaxLFQ Intensity	PYROXD1_R132C_1 MaxLFQ Intensity	PYROXD1_WT_1 MaxLFQ Intensity	PYROXD1_Y354C_1 MaxLFQ Intensity	PYROXD1_dE496_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0	0.999	6	17	17	17	2	0	0	0	0	5	2	8	2	0	0	0	0	5	2	8	2	0	0	0	0	5	2	8	69731.2	0.0	12924.142	41467.055	0.0	95600.93	84122.7	136626.98	17937.24	0.0	0.0	11106.835	0.0	25747.953	21460.533	36281.336	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	9	55	55	55	8	1	4	7	0	11	10	14	8	1	4	7	0	11	10	14	8	1	4	7	0	11	10	14	283351.34	75697.83	211008.27	445304.56	7329.825	726225.8	467509.0	816754.5	70040.625	23946.889	52788.55	71544.305	0.0	115197.484	116590.06	169995.3	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	16	296	296	296	54	24	17	32	43	46	29	51	54	24	17	32	43	46	29	51	54	24	17	32	43	46	29	51	6411995.5	1715451.1	1233568.8	2962684.2	5098960.0	5198831.5	2819471.0	5734202.5	816806.56	236396.17	179757.22	399381.28	673904.25	663997.4	375509.16	712447.4	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	1.0	0.999	10	40	40	40	12	1	0	1	6	8	6	6	12	1	0	1	6	8	6	6	12	1	0	1	6	8	6	6	299840.34	70654.3	45466.68	160123.12	99996.03	266515.2	212072.45	272775.47	70192.68	24537.275	23074.785	38054.863	31454.846	60408.3	47539.01	59718.02	
sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 6	1.0	0.999	5	13	13	13	5	0	0	0	1	1	3	3	5	0	0	0	1	1	3	3	5	0	0	0	1	1	3	3	126619.31	0.0	10864.836	30153.02	25299.121	80637.81	43515.305	103098.445	52693.668	0.0	0.0	21708.506	17541.17	43431.2	24329.664	39264.883	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens	1:Experimental evidence at protein level	Importin-5	1.0	0.999	39	319	292	319	52	13	26	39	7	58	56	68	46	12	24	37	7	53	52	61	52	13	26	39	7	58	56	68	2111963.5	588753.4	914690.25	1623609.5	303117.62	2338451.5	2315901.8	3240057.8	162039.33	52099.508	85413.71	120029.805	35987.227	174162.97	176587.47	242283.55	
sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	1230	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase, mitochondrial	1.0	0.999	13	27	27	27	1	1	1	1	2	11	3	7	1	1	1	1	2	11	3	7	1	1	1	1	2	11	3	7	122492.38	21882.033	56577.055	90906.625	50354.562	293657.03	127931.08	251769.22	27862.355	13357.749	15318.906	23263.514	16402.877	48059.707	26482.996	38016.062	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0	0.999	5	27	27	27	3	5	2	2	3	7	2	3	3	5	2	2	3	7	2	3	3	5	2	2	3	7	2	3	149739.62	65597.58	50456.35	87156.23	126583.766	209571.52	84763.61	143905.03	47829.344	29259.588	20903.771	29059.867	42694.844	68926.1	29593.547	44018.34	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0	0.999	23	164	160	198	25	16	15	22	22	25	20	19	24	16	15	21	22	23	20	19	31	19	19	26	25	31	23	24	846178.44	450236.66	462785.66	727639.9	477380.44	1038393.5	744275.2	934564.0	99253.63	52051.785	56003.92	81637.46	56974.727	113897.14	85492.25	96456.35	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	16	55	55	55	12	0	1	7	0	10	11	14	12	0	1	7	0	10	11	14	12	0	1	7	0	10	11	14	249495.42	10594.523	63856.99	149045.4	14919.058	271992.78	277342.75	369417.1	32129.219	6195.851	14993.229	23322.238	14068.983	33702.52	36566.758	41780.035	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	0.9607	0.999	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8341.235	0.0	0.0	0.0	0.0	7826.691	14875.831	17492.977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00458|IFRD1_HUMAN	O00458	IFRD1_HUMAN	IFRD1	451	Homo sapiens	1:Experimental evidence at protein level	Interferon-related developmental regulator 1	1.0	0.999	4	6	6	6	5	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	155868.23	0.0	0.0	121102.19	121775.945	93908.01	22096.102	0.0	104086.266	0.0	0.0	57290.16	48560.547	51581.254	60472.656	0.0	
sp|O00459|P85B_HUMAN	O00459	P85B_HUMAN	PIK3R2	728	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 3-kinase regulatory subunit beta	0.958	0.9989	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21340.645	6045.1025	0.0	12919.379	0.0	18164.037	14998.035	15320.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P27986|P85A_HUMAN, sp|Q92569|P55G_HUMAN
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	0.9607	0.999	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17257.582	0.0	0.0	6895.35	0.0	19072.738	14649.703	18698.621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00469|PLOD2_HUMAN	O00469	PLOD2_HUMAN	PLOD2	737	Homo sapiens	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	0.9999	0.999	2	5	5	5	3	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	41217.535	0.0	85245.26	12528.462	0.0	53426.96	34564.33	0.0	33520.91	0.0	47314.97	0.0	0.0	38183.113	29036.658	0.0	
sp|O00479|HMGN4_HUMAN	O00479	HMGN4_HUMAN	HMGN4	90	Homo sapiens	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 4	0.9745	0.9966	3	1	1	19	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	3	1	1	5	3	3	15652.499	7313.319	11168.983	0.0	0.0	29148.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin C-terminal hydrolase PSMD14	1.0	0.999	13	141	141	141	29	3	5	17	20	25	19	23	29	3	5	17	20	25	19	23	29	3	5	17	20	25	19	23	1318970.5	163365.42	138083.38	523312.0	415623.88	1249616.6	598208.1	1329444.2	196596.39	37523.934	33215.465	78278.945	71757.92	181984.02	86432.98	188919.31	
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0	0.999	13	80	56	80	11	3	7	7	8	19	12	13	10	3	5	5	5	12	9	7	11	3	7	7	8	19	12	13	463668.97	125665.125	319418.66	269361.53	145119.47	599240.0	371318.28	535318.1	69913.35	26801.986	52814.926	45936.008	30229.402	83680.586	57348.64	75501.85	
sp|O00507|USP9Y_HUMAN	O00507	USP9Y_HUMAN	USP9Y	2555	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 9Y	0.9999	0.999	27	2	2	114	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	25	0	3	15	2	29	16	24	0.0	0.0	0.0	16145.193	0.0	33719.812	18146.72	31696.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens	1:Experimental evidence at protein level	Pescadillo homolog	1.0	0.999	7	29	29	29	4	1	0	2	11	5	0	6	4	1	0	2	11	5	0	6	4	1	0	2	11	5	0	6	113215.55	79097.73	70809.45	85675.67	109582.87	145423.69	92502.69	133511.3	29301.37	21028.53	19331.21	23622.838	30441.893	37080.24	23269.955	31975.498	
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	Homo sapiens	1:Experimental evidence at protein level	Syntenin-1	1.0	0.999	8	84	84	84	12	7	8	13	13	6	13	12	12	7	8	13	13	6	13	12	12	7	8	13	13	6	13	12	541526.4	277644.62	131453.64	452651.75	330381.3	295877.5	395040.44	317524.47	91531.84	51879.21	33138.832	74753.74	61082.93	56662.492	77769.79	67934.67	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	0.9607	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	5831.0073	0.0	0.0	6593.4155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 56	1.0	0.999	11	32	32	32	1	6	3	2	13	5	1	1	1	6	3	2	13	5	1	1	1	6	3	2	13	5	1	1	75022.7	154654.61	145233.8	91843.586	296557.8	195007.23	33649.34	123481.15	15410.48	32183.95	29716.062	22156.676	49913.906	33427.695	13858.307	27038.867	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0	0.999	32	388	95	388	56	43	42	42	48	62	43	52	12	11	11	10	11	16	12	12	56	43	42	42	48	62	43	52	4232293.5	2258684.8	2307588.2	2720118.2	2412026.8	4387245.5	2660852.5	3927743.0	344794.53	187628.6	187267.6	225407.98	197740.45	350084.66	222985.38	326254.94	
sp|O00592|PODXL_HUMAN	O00592	PODXL_HUMAN	PODXL	558	Homo sapiens	1:Experimental evidence at protein level	Podocalyxin	0.9607	0.999	1	5	5	5	2	0	0	0	0	1	1	1	2	0	0	0	0	1	1	1	2	0	0	0	0	1	1	1	27150.727	0.0	0.0	13545.973	0.0	21671.398	24456.447	22579.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0	0.999	7	4	4	28	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	2	0	2	2	3	8	4	7	76231.41	21572.074	50449.062	55593.684	16146.34	90850.64	64887.156	96183.83	32343.86	15139.846	20322.768	26549.82	0.0	34513.86	26392.402	36979.742	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0	0.999	10	34	34	34	4	0	0	4	0	8	8	10	4	0	0	4	0	8	8	10	4	0	0	4	0	8	8	10	147202.14	21990.889	40620.96	102368.125	7440.03	184844.05	139937.72	223755.67	32731.451	13852.9375	14790.558	26154.35	0.0	42477.426	34029.895	48834.543	
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	Homo sapiens	1:Experimental evidence at protein level	Pyridoxal kinase	1.0	0.999	4	11	11	11	1	0	0	2	0	1	5	2	1	0	0	2	0	1	5	2	1	0	0	2	0	1	5	2	73727.47	0.0	46450.207	67886.55	0.0	75624.336	97344.125	99005.664	38947.52	0.0	25082.201	30345.434	0.0	36516.35	44479.05	44466.42	
sp|O00767|SCD_HUMAN	O00767	SCD_HUMAN	SCD	359	Homo sapiens	1:Experimental evidence at protein level	Stearoyl-CoA desaturase	0.9607	0.999	1	6	6	6	1	0	0	1	0	1	1	2	1	0	0	1	0	1	1	2	1	0	0	1	0	1	1	2	36842.0	11585.448	23412.13	27186.096	0.0	33258.824	36046.355	42419.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14497|ARI1A_HUMAN	O14497	ARI1A_HUMAN	ARID1A	2285	Homo sapiens	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1A	1.0	0.999	14	32	31	32	13	0	0	1	1	11	1	5	13	0	0	1	1	10	1	5	13	0	0	1	1	11	1	5	365177.25	17384.805	17054.38	145738.78	73402.586	315597.03	173803.19	229029.58	36207.504	10274.791	9449.91	17210.861	13677.29	32187.34	18575.697	28376.521	
sp|O14524|NEMP1_HUMAN	O14524	NEMP1_HUMAN	NEMP1	444	Homo sapiens	1:Experimental evidence at protein level	Nuclear envelope integral membrane protein 1	0.9356	0.9983	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	9295.948	5233.095	7360.95	11271.205	0.0	15506.762	14050.538	12599.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14530|TXND9_HUMAN	O14530	TXND9_HUMAN	TXNDC9	226	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 9	0.9263	0.9981	1	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	11240.202	0.0	0.0	0.0	0.0	13887.199	11133.367	16602.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14531|DPYL4_HUMAN	O14531	DPYL4_HUMAN	DPYSL4	572	Homo sapiens	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 4	0.8418	0.9954	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	56890.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14545|TRAD1_HUMAN	O14545	TRAD1_HUMAN	TRAFD1	582	Homo sapiens	1:Experimental evidence at protein level	TRAF-type zinc finger domain-containing protein 1	0.96	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6549.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14556|G3PT_HUMAN	O14556	G3PT_HUMAN	GAPDHS	408	Homo sapiens	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	0.992	0.999	2	1	1	38	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	4	6	5	3	6	5	6	0.0	0.0	0.0	19147.848	1093.4696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14561|ACPM_HUMAN	O14561	ACPM_HUMAN	NDUFAB1	156	Homo sapiens	1:Experimental evidence at protein level	Acyl carrier protein, mitochondrial	0.9996	0.999	2	8	8	8	0	0	1	0	3	1	0	3	0	0	1	0	3	1	0	3	0	0	1	0	3	1	0	3	0.0	0.0	54352.29	0.0	30031.861	19576.357	0.0	98204.8	0.0	0.0	42150.453	0.0	0.0	0.0	0.0	88542.58	
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit epsilon	1.0	0.999	7	18	18	18	4	0	1	0	0	3	1	9	4	0	1	0	0	3	1	9	4	0	1	0	0	3	1	9	164607.3	4446.4497	75266.81	59113.742	21263.254	122224.3	81196.05	312114.78	31702.172	0.0	22684.342	15175.708	12819.169	37131.645	16677.443	53907.266	
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit delta-1	1.0	0.999	21	67	67	67	14	0	3	1	0	13	16	20	14	0	3	1	0	13	16	20	14	0	3	1	0	13	16	20	409302.0	58884.164	198075.23	253916.78	64223.75	447656.0	359509.84	589739.1	46556.445	14437.227	25001.2	29709.234	19637.545	50511.77	45320.242	55720.0	
sp|O14633|LCE2B_HUMAN	O14633	LCE2B_HUMAN	LCE2B	110	Homo sapiens	1:Experimental evidence at protein level	Late cornified envelope protein 2B	0.9862	0.9982	3	1	1	7	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14639|ABLM1_HUMAN	O14639	ABLM1_HUMAN	ABLIM1	778	Homo sapiens	1:Experimental evidence at protein level	Actin-binding LIM protein 1	1.0	0.999	4	10	10	10	2	0	0	0	1	5	0	2	2	0	0	0	1	5	0	2	2	0	0	0	1	5	0	2	54463.24	0.0	0.0	6177.204	18449.086	72284.99	9887.858	32055.572	19193.1	0.0	0.0	0.0	9737.517	20695.902	5112.347	17124.219	
sp|O14654|IRS4_HUMAN	O14654	IRS4_HUMAN	IRS4	1257	Homo sapiens	1:Experimental evidence at protein level	Insulin receptor substrate 4	1.0	0.999	40	394	394	394	59	38	27	50	40	56	60	64	59	38	27	50	40	56	60	64	59	38	27	50	40	56	60	64	2256412.5	1113261.6	1125418.9	2003817.8	1249069.4	2702353.2	2278707.5	2520012.2	140030.44	78685.11	77038.06	132039.0	82735.35	175038.08	147413.25	163635.08	
sp|O14730|RIOK3_HUMAN	O14730	RIOK3_HUMAN	RIOK3	519	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase RIO3	0.9999	0.9988	3	3	3	3	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	40112.6	6534.7925	0.0	116093.336	51624.8	154647.66	53172.688	14879.42	47093.797	0.0	0.0	37789.473	32401.04	61471.86	0.0	36035.312	
sp|O14732|IMPA2_HUMAN	O14732	IMPA2_HUMAN	IMPA2	288	Homo sapiens	1:Experimental evidence at protein level	Inositol monophosphatase 2	0.9997	0.999	2	3	3	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	12409.555	16091.422	43842.703	0.0	9052.66	5634.379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14735|CDIPT_HUMAN	O14735	CDIPT_HUMAN	CDIPT	213	Homo sapiens	1:Experimental evidence at protein level	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	1.0	0.999	3	6	6	6	0	0	0	1	0	0	3	2	0	0	0	1	0	0	3	2	0	0	0	1	0	0	3	2	40093.965	7387.6167	25509.342	39133.953	0.0	37868.258	59231.656	62087.477	15620.662	0.0	9661.539	15521.342	0.0	15195.058	23102.617	23973.238	
sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death protein 5	1.0	0.999	9	76	76	76	9	2	8	9	1	16	11	20	9	2	8	9	1	16	11	20	9	2	8	9	1	16	11	20	513711.06	85933.85	267070.6	337239.44	78654.24	535471.7	504381.78	1102804.9	93310.836	17961.125	55400.62	58882.504	19216.414	100120.74	93190.41	189031.38	
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	Homo sapiens	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5	1.0	0.999	50	3890	3890	3890	615	497	211	529	522	507	536	473	615	497	211	529	522	507	536	473	615	497	211	529	522	507	536	473	2.35167056E8	1.36402656E8	3.298473E7	1.77283568E8	1.63615104E8	1.90998304E8	1.9167672E8	1.57109952E8	1.4518366E7	8405494.0	2074578.1	1.1083551E7	9981938.0	1.1878189E7	1.2169194E7	1.0033928E7	
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	NHERF1	358	Homo sapiens	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	1.0	0.999	3	7	7	7	1	0	0	0	0	1	1	4	1	0	0	0	0	1	1	4	1	0	0	0	0	1	1	4	37554.035	0.0	14312.509	15361.235	0.0	21327.975	50208.67	64464.69	24273.707	0.0	0.0	0.0	0.0	0.0	23951.035	30321.197	
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	Homo sapiens	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1	1.0	0.999	4	24	24	24	4	3	3	3	4	2	3	2	4	3	3	3	4	2	3	2	4	3	3	3	4	2	3	2	116759.37	50597.156	101356.734	108501.586	112519.28	83702.75	96039.83	91428.42	37659.01	23065.787	40869.938	48267.707	42820.473	40393.062	46270.6	41279.562	
sp|O14776|TCRG1_HUMAN	O14776	TCRG1_HUMAN	TCERG1	1098	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation regulator 1	1.0	0.999	13	43	43	43	7	1	1	6	0	11	7	10	7	1	1	6	0	11	7	10	7	1	1	6	0	11	7	10	256376.22	128758.27	160699.1	233636.86	145874.36	446788.8	321405.6	416993.97	88919.664	37494.473	52121.887	88400.35	39581.62	130948.11	110161.625	135570.75	
sp|O14777|NDC80_HUMAN	O14777	NDC80_HUMAN	NDC80	642	Homo sapiens	1:Experimental evidence at protein level	Kinetochore protein NDC80 homolog	0.96	0.999	1	2	2	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	14865.173	0.0	0.0	48144.363	0.0	0.0	35258.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14786|NRP1_HUMAN	O14786	NRP1_HUMAN	NRP1	923	Homo sapiens	1:Experimental evidence at protein level	Neuropilin-1	0.9992	0.9989	3	4	4	4	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	38014.5	10157.866	18998.582	29049.207	10839.354	47383.62	12194.893	39286.383	22206.012	0.0	0.0	16663.605	0.0	16893.016	0.0	22724.076	
sp|O14802|RPC1_HUMAN	O14802	RPC1_HUMAN	POLR3A	1390	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC1	1.0	0.999	10	24	24	24	14	0	0	1	0	5	3	1	14	0	0	1	0	5	3	1	14	0	0	1	0	5	3	1	154701.83	5001.849	0.0	33377.67	8090.6216	113591.22	55329.113	131544.69	26409.637	0.0	0.0	14319.225	0.0	21590.418	14373.277	23760.797	
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	Homo sapiens	1:Experimental evidence at protein level	Proteasome subunit alpha type-7	1.0	0.999	17	214	125	214	36	15	19	25	25	33	33	28	23	7	12	15	13	19	20	16	36	15	19	25	25	33	33	28	2360228.2	504993.9	747426.5	1312684.6	919315.8	1869760.6	1734188.8	2079709.1	310500.5	78253.47	99487.836	174188.47	126578.42	249060.27	227858.3	284832.72	
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	Homo sapiens	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 3	1.0	0.999	5	21	21	21	2	0	1	3	0	4	4	7	2	0	1	3	0	4	4	7	2	0	1	3	0	4	4	7	128910.25	3457.2776	70545.5	116158.11	0.0	113098.0	174482.81	181685.06	44351.56	0.0	38780.67	40007.63	0.0	60907.777	61868.324	72100.06	
sp|O14874|BCKD_HUMAN	O14874	BCKD_HUMAN	BCKDK	412	Homo sapiens	1:Experimental evidence at protein level	Branched-chain alpha-ketoacid dehydrogenase kinase	0.9607	0.999	1	8	8	8	3	0	0	1	0	2	2	0	3	0	0	1	0	2	2	0	3	0	0	1	0	2	2	0	12298.794	0.0	0.0	6055.2925	0.0	19174.03	8172.6426	12850.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase 3, mitochondrial	0.9607	0.999	1	3	3	3	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	16553.635	0.0	14511.135	10023.011	8335.641	17900.05	15602.8545	21083.717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14893|GEMI2_HUMAN	O14893	GEMI2_HUMAN	GEMIN2	280	Homo sapiens	1:Experimental evidence at protein level	Gem-associated protein 2	1.0	0.999	4	22	22	22	6	2	1	3	2	3	2	3	6	2	1	3	2	3	2	3	6	2	1	3	2	3	2	3	235872.0	75284.8	22063.945	123961.5	125547.16	184617.06	81534.36	209105.88	96737.68	28827.674	0.0	46133.02	46867.258	66960.66	44044.98	78646.18	
sp|O14908|GIPC1_HUMAN	O14908	GIPC1_HUMAN	GIPC1	333	Homo sapiens	1:Experimental evidence at protein level	PDZ domain-containing protein GIPC1	1.0	0.999	5	6	4	6	0	0	0	1	0	1	0	4	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	4	38537.953	0.0	21817.418	30903.434	0.0	61325.37	36556.016	71261.336	17588.627	0.0	0.0	13001.494	0.0	20013.96	22200.273	33426.824	
